# ANNCSU - Agenzia delle Entrate e ISTAT, licenza CC-BY 4.0; file indirizzarioLombardia20260915.zip, filtrato il 2026-09-25
COMUNE,ODONIMO,CIVICO,ESPONENTE,LAT,LON,METODO
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,27,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,28,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,29,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,30,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,31,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,32,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,33,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,34,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,35,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,36,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,37,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,38,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,39,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,40,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,41,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,42,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,43,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,44,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,45,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,46,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,47,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,47,1,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,48,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,49,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,49,A,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,49,B,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,50,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,51,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,51,A,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,51,B,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,52,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,53,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,54,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,54,B,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,54,C,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,54,E,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,55,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,56,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,56,A,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,56,B,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,57,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,58,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,59,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,60,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,61,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,62,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,63,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,64,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,64,A,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,64,B,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,65,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,66,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,67,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,68,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,69,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,70,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,71,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,72,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,73,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,74,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,75,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,76,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,77,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,78,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,78,1,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,79,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,80,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,81,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,82,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,83,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,84,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,85,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,86,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,87,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,88,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,90,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE LOCALITA` SANTA MARGHERITA,90,1,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE SAN GIACOMO,1,,45.14489,9.28124,4
BELGIOIOSO,FRAZIONE SAN GIACOMO,2,,45.14509,9.28039,4
BELGIOIOSO,FRAZIONE SAN GIACOMO,3,,45.14489,9.28124,4
BELGIOIOSO,FRAZIONE SAN GIACOMO,5,,45.14489,9.28124,4
BELGIOIOSO,FRAZIONE SAN GIACOMO,6,,45.14511,9.28031,4
BELGIOIOSO,FRAZIONE SAN GIACOMO,6,A,45.14509,9.28039,4
BELGIOIOSO,FRAZIONE SAN GIACOMO,6,B,45.14509,9.28039,4
BELGIOIOSO,FRAZIONE SAN GIACOMO,6,C,45.14509,9.28042,4
BELGIOIOSO,FRAZIONE SAN GIACOMO,6,D,45.14508,9.28043,4
BELGIOIOSO,FRAZIONE SAN GIACOMO,7,,45.14489,9.28124,4
BELGIOIOSO,FRAZIONE SAN GIACOMO,8,,45.14511,9.28031,4
BELGIOIOSO,FRAZIONE SAN GIACOMO,8,A,45.14511,9.28031,4
BELGIOIOSO,FRAZIONE SAN GIACOMO,8,B,45.14511,9.28031,4
BELGIOIOSO,FRAZIONE SAN GIACOMO,8,C,45.14511,9.28031,4
BELGIOIOSO,FRAZIONE SAN GIACOMO,8,D,45.14511,9.28031,4
BELGIOIOSO,FRAZIONE SAN GIACOMO,9,,45.14489,9.28124,4
BELGIOIOSO,FRAZIONE SAN GIACOMO,12,,45.1451,9.28035,4
BELGIOIOSO,FRAZIONE SAN GIACOMO,13,,45.1449,9.28114,4
BELGIOIOSO,FRAZIONE SAN GIACOMO,13,1,45.1449,9.28114,4
BELGIOIOSO,FRAZIONE SAN GIACOMO,13,A,45.1449,9.28114,4
BELGIOIOSO,FRAZIONE SAN GIACOMO,13,B,45.1449,9.28114,4
BELGIOIOSO,FRAZIONE SAN GIACOMO,14,,45.14508,9.28043,4
BELGIOIOSO,FRAZIONE SAN GIACOMO,15,,45.1449,9.28114,4
BELGIOIOSO,FRAZIONE SAN GIACOMO,16,,45.14508,9.28043,4
BELGIOIOSO,FRAZIONE SAN GIACOMO,16,A,45.14508,9.28043,4
BELGIOIOSO,FRAZIONE SAN GIACOMO,16,B,45.14508,9.28043,4
BELGIOIOSO,FRAZIONE SAN GIACOMO,17,,45.1449,9.28114,4
BELGIOIOSO,FRAZIONE SAN GIACOMO,18,,45.14508,9.28043,4
BELGIOIOSO,FRAZIONE SAN GIACOMO,19,,45.1449,9.28114,4
BELGIOIOSO,FRAZIONE ZAGONARA,1,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE ZAGONARA,1,A,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE ZAGONARA,1,B,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE ZAGONARA,2,,45.15958,9.3147,4
BELGIOIOSO,FRAZIONE ZAGONARA,3,,45.15958,9.3147,4
BELGIOIOSO,PIAZZA DELLA LIBERTA',1,,45.160278,9.316798,4
BELGIOIOSO,PIAZZA DELLA LIBERTA',1,1,45.16007,9.31719,4
BELGIOIOSO,PIAZZA DELLA LIBERTA',1,A,45.160278,9.316798,4
BELGIOIOSO,PIAZZA DELLA LIBERTA',2,,45.160151,9.316326,4
BELGIOIOSO,PIAZZA DELLA LIBERTA',3,,45.160137,9.316497,4
BELGIOIOSO,PIAZZA DELLA LIBERTA',4,,45.160455,9.316168,4
BELGIOIOSO,PIAZZA DELLA LIBERTA',5,,45.160107,9.316728,4
BELGIOIOSO,PIAZZA DELLA LIBERTA',6,,45.160091,9.316835,4
BELGIOIOSO,PIAZZA DELLA LIBERTA',7,,45.160097,9.316919,4
BELGIOIOSO,PIAZZA DELLA LIBERTA',8,,45.160268,9.316902,4
BELGIOIOSO,PIAZZA DELLA LIBERTA',9,,45.160091,9.316991,4
BELGIOIOSO,PIAZZA DELLA LIBERTA',10,,45.160268,9.316902,4
BELGIOIOSO,PIAZZA DELLA LIBERTA',11,,45.160241,9.31719,4
BELGIOIOSO,PIAZZA DELLA LIBERTA',11,1,45.160241,9.31719,4
BELGIOIOSO,PIAZZA DELLA LIBERTA',11,3,45.160241,9.31719,4
BELGIOIOSO,PIAZZA DELLA LIBERTA',11,A,45.160241,9.31719,4
BELGIOIOSO,PIAZZA DELLA LIBERTA',12,,45.160065,9.316366,4
BELGIOIOSO,PIAZZA DELLA LIBERTA',13,,45.160091,9.317093,4
BELGIOIOSO,PIAZZA DELLA LIBERTA',14,,45.160065,9.316366,4
BELGIOIOSO,PIAZZA DELLA LIBERTA',15,,45.160045,9.316515,4
BELGIOIOSO,PIAZZA DELLA LIBERTA',16,,45.160065,9.316366,4
BELGIOIOSO,PIAZZA DELLA LIBERTA',17,,45.160045,9.316515,4
BELGIOIOSO,PIAZZA DELLA LIBERTA',18,,45.160128,9.316445,4
BELGIOIOSO,PIAZZA DELLA LIBERTA',19,,45.160141,9.316383,4
BELGIOIOSO,PIAZZA VITTORIO VENETO,1,,45.160252,9.314253,4
BELGIOIOSO,PIAZZA VITTORIO VENETO,1,C,45.160252,9.314253,4
BELGIOIOSO,PIAZZA VITTORIO VENETO,2,,45.160275,9.314444,4
BELGIOIOSO,PIAZZA VITTORIO VENETO,3,,45.160252,9.314253,4
BELGIOIOSO,PIAZZA VITTORIO VENETO,4,,45.160275,9.314444,4
BELGIOIOSO,PIAZZA VITTORIO VENETO,5,,45.160252,9.314253,4
BELGIOIOSO,PIAZZA VITTORIO VENETO,6,,45.160275,9.314444,4
BELGIOIOSO,PIAZZA VITTORIO VENETO,7,,45.160028,9.314409,4
BELGIOIOSO,PIAZZA VITTORIO VENETO,8,,45.159872,9.31437,4
BELGIOIOSO,PIAZZA VITTORIO VENETO,9,,45.160162,9.314233,4
BELGIOIOSO,PIAZZA VITTORIO VENETO,10,,45.159872,9.31437,4
BELGIOIOSO,PIAZZA VITTORIO VENETO,11,,45.160219,9.314243,4
BELGIOIOSO,PIAZZA VITTORIO VENETO,12,,45.159872,9.31437,4
BELGIOIOSO,PIAZZA VITTORIO VENETO,13,,45.160219,9.314243,4
BELGIOIOSO,PIAZZA VITTORIO VENETO,14,,45.159716,9.314126,4
BELGIOIOSO,PIAZZA VITTORIO VENETO,15,,45.159831,9.314068,4
BELGIOIOSO,PIAZZA VITTORIO VENETO,16,,45.159716,9.314126,4
BELGIOIOSO,PIAZZA VITTORIO VENETO,16,1,45.159716,9.314126,4
BELGIOIOSO,PIAZZA VITTORIO VENETO,17,,45.159831,9.314068,4
BELGIOIOSO,PIAZZA VITTORIO VENETO,18,,45.159827,9.314072,4
BELGIOIOSO,PIAZZA VITTORIO VENETO,19,,45.159815,9.314084,4
BELGIOIOSO,PIAZZA VITTORIO VENETO,20,,45.159802,9.314115,4
BELGIOIOSO,PIAZZA VITTORIO VENETO,20,1,45.159802,9.314115,4
BELGIOIOSO,PIAZZA VITTORIO VENETO,21,,45.159809,9.314109,4
BELGIOIOSO,PIAZZA VITTORIO VENETO,22,,45.159814,9.314103,4
BELGIOIOSO,PIAZZA VITTORIO VENETO,23,,45.159809,9.314109,4
BELGIOIOSO,PIAZZA VITTORIO VENETO,24,,45.159814,9.314103,4
BELGIOIOSO,PIAZZA VITTORIO VENETO,25,,45.159809,9.314109,4
BELGIOIOSO,PIAZZA VITTORIO VENETO,26,,45.159814,9.314103,4
BELGIOIOSO,PIAZZALE FRATEL SANGUINI,1,,45.161075,9.320665,4
BELGIOIOSO,PIAZZALE FRATEL SANGUINI,2,,45.161075,9.320665,4
BELGIOIOSO,PIAZZALE GIUSEPPE DI VITTORIO,1,,45.164297,9.316979,4
BELGIOIOSO,PIAZZALE GIUSEPPE DI VITTORIO,1,A,45.164297,9.316979,4
BELGIOIOSO,PIAZZALE GIUSEPPE DI VITTORIO,2,,45.164328,9.316913,4
BELGIOIOSO,PIAZZALE GIUSEPPE DI VITTORIO,3,,45.164306,9.316961,4
BELGIOIOSO,PIAZZALE GIUSEPPE DI VITTORIO,3,A,45.164306,9.316961,4
BELGIOIOSO,PIAZZALE GIUSEPPE DI VITTORIO,4,,45.164328,9.316913,4
BELGIOIOSO,PIAZZALE GIUSEPPE DI VITTORIO,5,,45.164356,9.316851,4
BELGIOIOSO,PIAZZALE MONSIGNOR BATTISTA CLERICI,1,,45.156923,9.312953,4
BELGIOIOSO,PIAZZALE MONSIGNOR BATTISTA CLERICI,2,,45.156923,9.312953,4
BELGIOIOSO,PIAZZALE MONSIGNOR BATTISTA CLERICI,3,,45.156923,9.312953,4
BELGIOIOSO,PIAZZALE MONSIGNOR BATTISTA CLERICI,4,,45.156923,9.312953,4
BELGIOIOSO,PIAZZALE MONSIGNOR BATTISTA CLERICI,5,,45.156923,9.312953,4
BELGIOIOSO,PIAZZALE MONSIGNOR BATTISTA CLERICI,6,,45.156923,9.312953,4
BELGIOIOSO,VIA ALBERICO XII DA BARBIANO,1,,45.158945,9.306482,4
BELGIOIOSO,VIA ALBERICO XII DA BARBIANO,2,,45.159072,9.306249,4
BELGIOIOSO,VIA ALBERICO XII DA BARBIANO,3,,45.158945,9.306482,4
BELGIOIOSO,VIA ALBERICO XII DA BARBIANO,4,,45.159072,9.306249,4
